category,lat,lon,name,city,country,type,sector,source_type,data_collection_method,source_text,source_url,dataset_id,dataset_name,pfas_values,unit,pfas_sum,details,matrix,date,year
Known PFAS user,56.46129,-3.046195,W. L. Gore,Dundee,United Kingdom,Industrial site,,Company,Press inquiry,W. L. Gore,,0,Known PFAS Users,[],,,https://goo.gl/maps/gpkStDw8VxyzrGQT7,,,
Known PFAS user,47.975337,13.615337,Lenzing Plastics,Lenzing,Austria,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/Vod2t7nB9Tk1YH3X7,,,
Known PFAS user,55.885751,12.348006,Gunnar Haagensen,Lillerød,Denmark,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://g.page/gunnar-haagensen?share,,,
Known PFAS user,45.829161,5.010525,Approflon,Beynost,France,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/nGLuen1fnMmwhTZu9,,,
Known PFAS user,48.765234,11.593201,BAYERNOIL Raffinerie,Vohburg an der Donau,Germany,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.786494,11.761767,BAYERNOIL Raffinerie,Neustadt an der Donau,Germany,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,49.421623,8.507796,Exolum Mannheim GmbH,Mannheim,Germany,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,48.793441,11.480458,Gunvor Raffinerie Ingolstadt,Kösching,Germany,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,53.608678,8.08786,HES Tank Terminal GmbH/HES Wilhelmshaven Tank Terminal GmbH,Wilhelmshaven,Germany,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,52.194844,11.677709,Magdeburger Umschlag und Tanklager Dettmer GmbH,Magdeburg,Germany,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.36872,6.663077,Covestro,Krefeld,Germany,Industrial site,,Company,Press inquiry,Email from the company (Covestro),,0,Known PFAS Users,[],,,https://goo.gl/maps/2RHZUCxXkKmCP3BB6,,,
Known PFAS user,44.549992,11.271323,Alfa,Calderara di Reno,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/44wQcetXK1oTUhBFA,,,
Known PFAS user,45.657766,10.127349,Binox,Polaveno,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/Bw1FZEhWWSGuoMVC8,,,
Known PFAS user,45.680388,9.178193,Caast,Mariano Comense,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/7GWiypJV5fAozzpT8,,,
Known PFAS user,45.481878,10.385941,Cavagna,Ponte San Marco,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/6PopkMsmhMPZ6HZo6 ,,,
Known PFAS user,45.566693,9.145375,CDR,Bollate,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/dN1zTo7tk61qbYLa9,,,
Known PFAS user,45.516521,9.846142,Diflon,Calcio,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/KhiqvoDQLCm4hp7HA,,,
Known PFAS user,45.634075,8.918837,Esa,Marnate,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/8PxxpayR87tNjLp7A,,,
Known PFAS user,45.538311,10.100988,FHT,Brescia,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/i5MhxTEzEptfRtQK9,,,
Known PFAS user,44.538985,8.989068,FIP/Aliaxis,Casella,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/5ifz7AwZW9htjqJV6,,,
Known PFAS user,45.627971,9.884831,Fluorseals,Grumello del Monte,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/1PTFEHApaVH8M5vj8,,,
Known PFAS user,45.625439,9.893371,Fluorten,Castelli Calepio,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/DRWWkKDHr2xiAPVLA,,,
Known PFAS user,43.850006,11.095582,Iris Green,Prato,Italy,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/Q785wKoqfoFBUkGWA,,,
Known PFAS user,45.596883,5.092369,Isoflon,Diémoz,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/65RVJvBK7xXC9nmF6,,,
Known PFAS user,45.661132,8.431798,IVR,Boca,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/XwzysT8qZNeYBQoE7,,,
Known PFAS user,45.628584,9.885295,Robecchi,Grumello del Monte,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/SShXkjF4tbMMSPhq8,,,
Known PFAS user,45.411256,9.112477,Stegi,Buccinasco,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/y7acxEE66tdq6o7L9,,,
Known PFAS user,44.77786,10.875888,Valvole,Carpi,Italy,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/rx1Fr42wH66kjnCt9,,,
Known PFAS user,52.403487,4.82941,Exolum Amsterdam,Amsterdam,Netherlands,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.967849,4.034241,Neste,Maasvlakte Rotterdam,Netherlands,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.955693,4.027291,Unified Fire Brigade (Gezamenlijke Brandweer),Maasvlakte Rotterdam,Netherlands,Industrial site,,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,,,,
Known PFAS user,51.786917,0.224593,mcp engineering plastics,Matching Green,United Kingdom,Industrial site,Manufacture of rubber and plastic products,Authorities,FOI,FOI document,,0,Known PFAS Users,[],,,https://goo.gl/maps/bAX1xPJntjj396Tz5,,,
